Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
From Both Sides Now: The Poetry of the Vietnam War and Its Aftermath,"The Vietnam War, America's longest -- and in some ways most devastating -- conflict, changed the course of a generation and left millions wondering, ""Why?"" Here, in the first-ever collection of poetry from both sides of the war, Vietnamese and American poets use their art to ponder this haunting question. Chronologically arranged to mirror the progression of the war, From Both Sides Now brings together a wide variety of opposing views, with poetry by American and Vietnamese soldiers, orphans, widows, priests, monks, political figures, and antiwar protesters. In addition to including extraordinary works from well-known poets such as Bruce Weigl, Margaret Atwood, Yusef Komunyakaa, Sharon Olds, Robert Bly, Allen Ginsberg, Grace Paley, Philip Levine, and W. S. Merwin, editor Phillip Mahony has scoured the globe to find amazing and, in some cases, never-before-published poetry by North and South Vietnamese soldiers and poets and the first postwar generation of Vietnamese-Americans. Together the words of these poets cohere to a modern, many-voiced epic about the most important event in recent American history. Poignant and accessible, the poems collected here will leave an indelible impact on all readers -- not only poetry lovers but everyone who lived through, and those who want to learn about, the Vietnam War.",['Philip Mahony'],http://books.google.com/books/content?id=LhiLOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=LhiLOwAACAAJ&dq=From+Both+Sides+Now:+The+Poetry+of+the+Vietnam+War+and+Its+Aftermath&hl=&cd=1&source=gbs_api,Scribner,1998-11-02,http://books.google.nl/books?id=LhiLOwAACAAJ&dq=From+Both+Sides+Now:+The+Poetry+of+the+Vietnam+War+and+Its+Aftermath&hl=&source=gbs_api,['Poetry'],2.0
Marketing Management: The Big Picture,,['Christie L. Nordhielm'],,http://books.google.nl/books?id=aGblwwEACAAJ&dq=Marketing+Management:+The+Big+Picture&hl=&cd=1&source=gbs_api,Wiley,2014-08-21,http://books.google.nl/books?id=aGblwwEACAAJ&dq=Marketing+Management:+The+Big+Picture&hl=&source=gbs_api,['Business & Economics'],
Antifeminism in America: A Historical Reader,"The documents in this paperback inform the reader's understanding and appreciation of the social and political context of opposition in which the advocates of women's rights labored from 1848 to 1996. Arranged in six parts by historical periods, these original articles from mainstream magazines, specialized and academic journals, and books display the tone and substance of opposition to women's rights as it appeared in popular literature. The selections reflect the public campaign, fought in the popular press, of opponents to the fundamental goal of all aspects of movement for women's rights, to challenge the gender system by advocating equality for women.",['Gillian Swanson'],http://books.google.com/books/content?id=jePaAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=jePaAAAAQBAJ&printsec=frontcover&dq=Antifeminism+in+America:+A+Historical+Reader&hl=&cd=1&source=gbs_api,Routledge,2013-09-13,https://play.google.com/store/books/details?id=jePaAAAAQBAJ&source=gbs_api,['History'],
Orienteering: The Sport of Navigating with Map & Compass,"Map and compass reading, programs and courses, skills quizzes and exercises, conditioning and nutrition advice, and rules for competitors.",['Steven Boga'],http://books.google.com/books/content?id=SsK3DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=SsK3DAAAQBAJ&printsec=frontcover&dq=Orienteering:+The+Sport+of+Navigating+with+Map&hl=&cd=1&source=gbs_api,Stackpole Books,1997-02-01,https://play.google.com/store/books/details?id=SsK3DAAAQBAJ&source=gbs_api,['Sports & Recreation'],
Spyworld,"""For twenty years Canada has been spying on other nations. Outside public scrutiny or Parliamentary review and frequently acting at the behest of U.S. and U.K. intelligence agencies. Canada has been spying electronically from its embassies in capitals as far-flung as Moscow, New Delhi, Bucharest, Rabat and Caracas. It has then shared the results with its allies. There is every reason to believe Canada is still doing ""embassy collection"" today. Techniques developed during the ""Cold War"" have been honed for political and economic espionage in the nineties."" ""The agency responsible is the top-secret Communications Security Establishment (CSE) of whose existence most Canadians are unaware. CSE has also used sophisticated equipment, much of it provided by the U.S., to listen in on Canadian and on American citizens, raising vital questions about civil liberties and the invasion of privacy. It has intercepted communications from the Soviet embassy in Ottawa; from British cabinet ministers; from the governments of France and Quebec; from suspected Sikh terrorists in India; and from the Kremlin. Its record is impressive: if it wants to, it can intercept almost any phone, fax or radiowave transmission."" ""How do we know all this? Because one man, Mike Frost, a communications officer at CSE for nineteen years, has decided that in the post-""Cold War"" era it is time for the Canadian public to be told what its government has been doing and for a public debate to ensue."" ""As he tells the story of his career, he paints a remarkable picture of the Security Establishments of Canada, the U.S. and the U.K. The Americans in particular are revealed as possessing high-tech wizardry that they use for political and economic spying - including, according to Frost, highly controversial spying on the Canadian government. Much of Canada's spying from 1972 to 1990 was undertaken for the Americans. Frost and his immediate boss were at the centre of the ""embassy-collection"" scheme, which was code-named ""Project Pilgrim"". The story of how ""Pilgrim"" grew by trial and error into a highly successful operation is full of drama, comedy, triumphs and frustrations."" ""Frost is proud of the achievements, but the questionable aspects of CSE's activities have led him to go public on both CSE's successes and its excesses. While scrupulously careful about not jeopardizing national security or endangering the lives of agents in the field, he nonetheless reveals an institution whose powers are potentially so great that they need to be subject to Parliamentary control and public scrutiny. Spyworld will undoubtedly spur debate and controversy.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved","['Mike Frost', 'Michel Gratton']",http://books.google.com/books/content?id=yTWIAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=yTWIAAAAMAAJ&q=Spyworld&dq=Spyworld&hl=&cd=1&source=gbs_api,Doubleday,1994,http://books.google.nl/books?id=yTWIAAAAMAAJ&dq=Spyworld&hl=&source=gbs_api,['Fiction'],
From Rice Paddies and Temple Yards: Traditional Music of Viet Nam (Book & CD),"From the Back Cover: From Rice Paddies and Temple Yards: Traditional Music Of Vietnam presents an in-depth look at the music and culture of Vietnam, written by one of the foremost scholars and performers of traditional Vietnamese music in the world today. This is the first time an annotated collection of Vietnamese music has been prepared in English. The team of Phong Nguyen and Patricia Shehan Campbell, and ethnomusicologist and music educator, has produced a truly unique contribution to multicultural education, equally useful for Vietnamese and non-Vietnamese readers, music or social studies classes, courses in Southeast Asian culture and community outreach programs. An extremely varied collection, From Rice Paddies and Temple Yards: Traditional Music of Vietnam includes game songs, love songs, boating songs, recited and sung poetry and instrumental music. It offers a section on the history and culture of Vietnam, a general introduction to the music and instruments, and twelve vocal and instrumental pieces with study guides for group use. A fluid writing style, in-depth annotation, and personal notes by Phong Nguyen about every selection take this out of the realm of dry scholarship and place it firmly within reach of all those who want to remember and preserve their heritage, as well as those who are being introduced to these gently flowing rivers of Vietnamese music for the first time.","['Thuyé̂t Phong Nguyẽ̂n', 'Patricia Shehan Campbell']",http://books.google.com/books/content?id=4QDaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=4QDaAAAAMAAJ&dq=From+Rice+Paddies+and+Temple+Yards:+Traditional+Music+of+Viet+Nam+(Book&hl=&cd=1&source=gbs_api,,1990,http://books.google.nl/books?id=4QDaAAAAMAAJ&dq=From+Rice+Paddies+and+Temple+Yards:+Traditional+Music+of+Viet+Nam+(Book&hl=&source=gbs_api,['Music'],
"Your adversary, the Devil","Here is an illuminating study of the devil from a veteran seminary professor and author. ""This work uses the light of Scripture to expose the person and methods of Satan . . . Competent books on this subject are not plentiful. . . . Pentecost gives us a very useful survey of information on Satan.""--""Christianity Today.""",['J. Dwight Pentecost'],http://books.google.com/books/content?id=HrX_OwjExoUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=HrX_OwjExoUC&printsec=frontcover&dq=Your+adversary,+the+Devil&hl=&cd=1&source=gbs_api",Kregel Publications,1997,"http://books.google.nl/books?id=HrX_OwjExoUC&dq=Your+adversary,+the+Devil&hl=&source=gbs_api",['Religion'],1.0
"Giant Steps: Bebop and the Creators of Modern Jazz, 1945-65","Giant Steps examines the most important figures in the creation of modern jazz, detailing the emergence of bebop through the likes of Dizzy Gillespie, Charlie Parker, Fats Navarro, Bud Powell, and Thelonious Monk. Using this as its starting point, the book subsequently delves into the developments of jazz composition, modal jazz, and free jazz. The music of each of these great masters is examined in detail and will provide both a fine introduction for the large audience newly attracted to the music but unsure of their direction through it, as well as an entertaining and informative read for those with a more substantial background.",['Kenny Mathieson'],http://books.google.com/books/content?id=zt7uwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=zt7uwAEACAAJ&dq=Giant+Steps:+Bebop+and+the+Creators+of+Modern+Jazz,+1945-65&hl=&cd=1&source=gbs_api",Canongate Books,1999,"http://books.google.nl/books?id=zt7uwAEACAAJ&dq=Giant+Steps:+Bebop+and+the+Creators+of+Modern+Jazz,+1945-65&hl=&source=gbs_api",['Music'],
How to Be a Compleat Clown,"Presents an introduction to the art of being a circus clown, discussing makeup, costume, juggling, puppetry, tumbling, and providing many funny skits to perform",['Toby Sanders'],http://books.google.com/books/content?id=vKEkAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=vKEkAQAAIAAJ&q=How+to+Be+a+Compleat+Clown&dq=How+to+Be+a+Compleat+Clown&hl=&cd=1&source=gbs_api,Stein & Day Pub,1978,http://books.google.nl/books?id=vKEkAQAAIAAJ&dq=How+to+Be+a+Compleat+Clown&hl=&source=gbs_api,['Clowns.'],
Hunters of the Northern Ice,,,,http://books.google.nl/books?id=r9PkxwEACAAJ&dq=Hunters+of+the+Northern+Ice&hl=&cd=1&source=gbs_api,,1969,http://books.google.nl/books?id=r9PkxwEACAAJ&dq=Hunters+of+the+Northern+Ice&hl=&source=gbs_api,,
Stories from Where We Live -- The Great Lakes,Teaching and activity guide,['Paul Mirocha'],http://books.google.com/books/content?id=tcMs0pRyU7MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=tcMs0pRyU7MC&q=Stories+from+Where+We+Live+--+The+Great+Lakes&dq=Stories+from+Where+We+Live+--+The+Great+Lakes&hl=&cd=1&source=gbs_api,,2003,http://books.google.nl/books?id=tcMs0pRyU7MC&dq=Stories+from+Where+We+Live+--+The+Great+Lakes&hl=&source=gbs_api,['Literary Collections'],
Even the Stars Look Lonesome,"See the difference, read Maya Angelou in Large Print * About Large Print All Random House Large Print editions are published in a 16-point typeface This wise book is the wonderful continuation of the bestselling Wouldn't Take Nothing for My Journey Now. Even the Stars Look Lonesome is Maya Angelou talking of the things she cares about most. In her unique, spellbinding way, she re-creates intimate personal experiences and gives us her wisdom on a wide variety of subjects. She tells us how a house can both hurt its occupants and heal them. She talks about Africa. She gives us a profile of Oprah. She enlightens us about age and sexuality. She confesses to the problems fame brings and shares with us the indelible lessons she has learned about rage and violence. And she sings the praises of sensuality. Even the Stars Look Lonesome imparts the lessons of a lifetime.",['Maya Angelou'],http://books.google.com/books/content?id=TFl-AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=TFl-AgAAQBAJ&printsec=frontcover&dq=Even+the+Stars+Look+Lonesome&hl=&cd=1&source=gbs_api,Bantam,2014-01-22,https://play.google.com/store/books/details?id=TFl-AgAAQBAJ&source=gbs_api,['Biography & Autobiography'],1.0
The Hidden Diary of Marie Antoinette (Robert Amiss Mysteries),Biografie van de tijdens de Franse Revolutie terechtgestelde Franse koningin (1755-1793).,"['Antonia Pakenham Fraser', 'Henk Moerdijk', 'Marianne Mols', 'Ansfried Scheifes']",http://books.google.com/books/content?id=xDZ-NgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=xDZ-NgAACAAJ&dq=The+Hidden+Diary+of+Marie+Antoinette+(Robert+Amiss+Mysteries)&hl=&cd=1&source=gbs_api,,2006,http://books.google.nl/books?id=xDZ-NgAACAAJ&dq=The+Hidden+Diary+of+Marie+Antoinette+(Robert+Amiss+Mysteries)&hl=&source=gbs_api,,
